No.	FileHandle	SoluteName	Formula	Subset	Charge	Level1	Level2	Level3	Solvent	DeltaGsolv	type	eps	n	alpha	beta	gamma	phi**2	psi**2	beta**2	H	C	HC	CC	CC2	N	HN	HN2	CN	NC	NC2	NC3	O	HO	HO2	OC	CO2	ON	OO	F	Cl	Br	I	FC	ClC	BrC	IC	Si	OSi	P	HP	OP	S	HS	OS	SP	SS	TotalArea
945	0078pen	2-pentanone	H10C5O1	[g]	0	2	4	2	ethylbenzene	-4.85	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	118.63	31.561	79.9	27.404	0	0	0	0	0	0	0	0	22.404	0	0	14.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.595
946	0080hex	2-hexanone	H12C6O1	[g]	0	2	4	2	ethylbenzene	-5.49	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	140.285	34.231	94.453	30.67	0	0	0	0	0	0	0	0	22.418	0	0	14.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.934
947	0081dim	"3,3-dimethylbutanone"	H12C6O1	[g]	0	2	4	2	ethylbenzene	-4.92	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	128.508	32.389	86.601	22.495	0	0	0	0	0	0	0	0	21.996	0	0	14.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.894
948	0082hep	2-heptanone	H14C7O1	[g]	0	2	4	2	ethylbenzene	-6.1	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	162.007	36.9	109.054	33.96	0	0	0	0	0	0	0	0	22.416	0	0	14.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.323
949	0093met	methylacetate	H6C3O2	[g]	0	2	6	0	ethylbenzene	-3.74	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	73.933	27.914	49.895	10.989	0	0	0	0	0	0	0	0	34.918	0	0	18.545	7.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.765
950	0094met	methylpropanoate	H8C4O2	[g]	0	2	6	0	ethylbenzene	-4.29	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	97.741	30.312	65.908	14.853	0	0	0	0	0	0	0	0	32.44	0	0	16.99	7.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.493
951	0095eth	ethylacetate	H8C4O2	[g]	0	2	6	0	ethylbenzene	-4.31	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	98.436	31.008	66.383	19.33	0	0	0	0	0	0	0	0	33.161	0	0	17.991	7.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.605
952	0097pro	propylacetate	H10C5O2	[g]	0	2	6	0	ethylbenzene	-4.95	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	120.565	33.366	81.258	23.078	0	0	0	0	0	0	0	0	33.124	0	0	17.99	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.055
953	0098met	methylpentanoate	H12C6O2	[g]	0	2	6	0	ethylbenzene	-5.56	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	141.485	35.435	95.312	20.929	0	0	0	0	0	0	0	0	32.404	0	0	16.935	7.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.323
954	0099but	butylacetate	H12C6O2	[g]	0	2	6	0	ethylbenzene	-5.48	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	142.384	35.988	95.928	26.258	0	0	0	0	0	0	0	0	33.112	0	0	17.986	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.484
955	0101pen	pentylacetate	H14C7O2	[g]	0	2	6	0	ethylbenzene	-6.2	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	164.048	38.675	110.491	29.56	0	0	0	0	0	0	0	0	33.112	0	0	17.988	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.834
956	0103eth	ethylamine	H7C2N1	[g]	0	3	1	0	ethylbenzene	-2.59	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	89.43	14.194	42.357	8.715	0	11.88	18.548	0	2.003	38.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.505
957	0106pro	propylamine	H9C3N1	[g]	0	3	1	0	ethylbenzene	-3.44	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	111.065	16.847	56.953	12.735	0	11.893	18.496	0	1.615	38.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.805
958	0107tri	trimethylamine	H9C3N1	[g]	0	3	1	0	ethylbenzene	-2.64	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	104.469	25.444	70.245	0	0	5.935	0	0	10.682	87.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.848
959	0110but	butylamine	H11C4N1	[g]	0	3	1	0	ethylbenzene	-4.43	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	132.847	19.503	71.584	15.978	0	11.893	18.504	0	1.624	38.554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.243
960	0215pbr	p-bromophenol	H5C6O1BR1	[g]	0	9	1	0	ethylbenzene	-8.54	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	60.239	54.176	32.606	72.755	0	0	0	0	0	0	0	0	18.359	8.617	0	4.5	0	0	0	0	0	44.638	0	0	0	29.165	0	0	0	0	0	0	0	0	0	0	0	177.412
961	0217wat	water	H2O1	[g]	0	1	3	0	ethylbenzene	-1.51	abs	2.4339	1.4959	0	0.15	41.38	0.5625	0	0.0225	29.683	0	0	0	0	0	0	0	0	0	0	0	26	21.202	15.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.683
962	0008noc	n-octane	H18C8	[g]	0	2	1	1	fluorobenzene	-4.99	abs	5.42	1.4684	0	0.1	38.37	0.734449	0.020449	0.01	207.769	36.077	139.807	33.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.846
963	0036tol	toluene	H8C7	[g]	0	2	1	6	fluorobenzene	-5.27	abs	5.42	1.4684	0	0.1	38.37	0.734449	0.020449	0.01	98.561	67.889	66.586	87.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.45
964	0045eth	ethanol	H6C2O1	[g]	0	2	2	1	fluorobenzene	-3.45	abs	5.42	1.4684	0	0.1	38.37	0.734449	0.020449	0.01	77.419	14.671	42.861	9.102	0	0	0	0	0	0	0	0	18.095	9.835	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.185
965	0062dio	"1,4-dioxane"	H8C4O2	[g]	0	2	3	0	fluorobenzene	-5.18	abs	5.42	1.4684	0	0.1	38.37	0.734449	0.020449	0.01	97.289	20.715	65.452	12.801	0	0	0	0	0	0	0	0	28.312	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.316
966	0076but	2-butanone	H8C4O1	[g]	0	2	4	2	fluorobenzene	-4.6	abs	5.42	1.4684	0	0.1	38.37	0.734449	0.020449	0.01	96.603	29.05	65.096	24.549	0	0	0	0	0	0	0	0	22.451	0	0	14.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.104
967	0157flu	fluorobenzene	H5C6F1	[g]	0	5	2	0	fluorobenzene	-4.6	abs	5.42	1.4684	0	0.1	38.37	0.734449	0.020449	0.01	63.896	61.31	43.258	82.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.306	0	0	0	16.704	0	0	0	0	0	0	0	0	0	0	0	0	0	149.511
968	0506nit	nitromethane	H3C1N1O2	[g]	0	4	2	0	fluorobenzene	-4.62	abs	5.42	1.4684	0	0.1	38.37	0.734449	0.020449	0.01	36.939	11.231	24.965	0	0	4.146	0	0	4.454	14.279	0	0	53.926	0	0	0	0	32.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.242
969	0093met	methylacetate	H6C3O2	[g]	0	2	6	0	fluoroctane	-3.59	abs	3.89	1.3935	0	0.1	33.92	0	0.012321	0.01	73.933	27.914	49.895	10.989	0	0	0	0	0	0	0	0	34.918	0	0	18.545	7.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.765
970	0094met	methylpropanoate	H8C4O2	[g]	0	2	6	0	fluoroctane	-4.09	abs	3.89	1.3935	0	0.1	33.92	0	0.012321	0.01	97.741	30.312	65.908	14.853	0	0	0	0	0	0	0	0	32.44	0	0	16.99	7.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.493
971	0095eth	ethylacetate	H8C4O2	[g]	0	2	6	0	fluoroctane	-4.16	abs	3.89	1.3935	0	0.1	33.92	0	0.012321	0.01	98.436	31.008	66.383	19.33	0	0	0	0	0	0	0	0	33.161	0	0	17.991	7.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.605
972	0097pro	propylacetate	H10C5O2	[g]	0	2	6	0	fluoroctane	-4.65	abs	3.89	1.3935	0	0.1	33.92	0	0.012321	0.01	120.565	33.366	81.258	23.078	0	0	0	0	0	0	0	0	33.124	0	0	17.99	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.055
973	0098met	methylpentanoate	H12C6O2	[g]	0	2	6	0	fluoroctane	-5.33	abs	3.89	1.3935	0	0.1	33.92	0	0.012321	0.01	141.485	35.435	95.312	20.929	0	0	0	0	0	0	0	0	32.404	0	0	16.935	7.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.323
974	0099but	butylacetate	H12C6O2	[g]	0	2	6	0	fluoroctane	-5.22	abs	3.89	1.3935	0	0.1	33.92	0	0.012321	0.01	142.384	35.988	95.928	26.258	0	0	0	0	0	0	0	0	33.112	0	0	17.986	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.484
975	0007nhe	n-heptane	H16C7	[g]	0	2	1	1	heptane	-4.65	abs	1.9113	1.3878	0	0	28.28	0	0	0	186.066	33.38	125.206	29.873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.446
976	0035ben	benzene	H6C6	[g]	0	2	1	6	heptane	-4	abs	1.9113	1.3878	0	0	28.28	0	0	0	77.548	65.297	52.481	87.613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.845
977	0036tol	toluene	H8C7	[g]	0	2	1	6	heptane	-4.78	abs	1.9113	1.3878	0	0	28.28	0	0	0	98.561	67.889	66.586	87.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.45
978	0038oxy	o-xylene	H10C8	[g]	0	2	1	6	heptane	-5.52	abs	1.9113	1.3878	0	0	28.28	0	0	0	114.595	70.264	77.341	88.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.859
979	0039mxy	m-xylene	H10C8	[g]	0	2	1	6	heptane	-5.67	abs	1.9113	1.3878	0	0	28.28	0	0	0	119.554	70.474	80.676	88.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.028
980	0040pxy	p-xylene	H10C8	[g]	0	2	1	6	heptane	-5.52	abs	1.9113	1.3878	0	0	28.28	0	0	0	119.822	70.392	80.854	87.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190.215
981	0041nap	naphthalene	H8C10	[g]	0	2	1	6	heptane	-7.02	abs	1.9113	1.3878	0	0	28.28	0	0	0	98.761	96.028	66.823	135.831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194.789
982	0042ant	anthracene	H10C14	[g]	0	2	1	6	heptane	-10	abs	1.9113	1.3878	0	0	28.28	0	0	0	119.955	126.748	81.154	183.971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246.703
983	0044met	methanol	H4C1O1	[g]	0	2	2	1	heptane	-1.29	abs	1.9113	1.3878	0	0	28.28	0	0	0	52.775	11.719	26.292	0	0	0	0	0	0	0	0	0	19.815	9.816	0	0.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.309
984	0045eth	ethanol	H6C2O1	[g]	0	2	2	1	heptane	-2.15	abs	1.9113	1.3878	0	0	28.28	0	0	0	77.419	14.671	42.861	9.102	0	0	0	0	0	0	0	0	18.095	9.835	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.185
985	0047pro	1-propanol	H8C3O1	[g]	0	2	2	1	heptane	-3.01	abs	1.9113	1.3878	0	0	28.28	0	0	0	99.3	17.234	57.569	12.949	0	0	0	0	0	0	0	0	18.022	9.837	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.556
986	0049but	1-butanol	H10C4O1	[g]	0	2	2	1	heptane	-3.66	abs	1.9113	1.3878	0	0	28.28	0	0	0	121.113	19.833	72.23	16.122	0	0	0	0	0	0	0	0	18.032	9.834	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.978
987	0052pen	1-pentanol	H12C5O1	[g]	0	2	2	1	heptane	-4.09	abs	1.9113	1.3878	0	0	28.28	0	0	0	141.224	22.687	86.487	19.584	0	0	0	0	0	0	0	0	19.012	9.06	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.924
988	0053phe	phenol	H6C6O1	[g]	0	2	2	2	heptane	-5.32	abs	1.9113	1.3878	0	0	28.28	0	0	0	74.866	60.488	42.537	81.184	0	0	0	0	0	0	0	0	18.392	8.575	0	4.305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.746
989	0054hex	1-hexanol	H14C6O1	[g]	0	2	2	1	heptane	-4.89	abs	1.9113	1.3878	0	0	28.28	0	0	0	162.885	25.384	101.054	22.886	0	0	0	0	0	0	0	0	19.013	9.054	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.282
990	0055ocr	o-cresol	H8C7O1	[g]	0	2	2	2	heptane	-6.01	abs	1.9113	1.3878	0	0	28.28	0	0	0	96.156	63.514	56.868	82.409	0	0	0	0	0	0	0	0	15.657	8.542	0	3.438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.327
991	0056mcr	m-cresol	H8C7O1	[g]	0	2	2	2	heptane	-5.01	abs	1.9113	1.3878	0	0	28.28	0	0	0	96.138	62.885	56.85	81.215	0	0	0	0	0	0	0	0	18.419	8.543	0	4.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.442
992	0057pcr	p-cresol	H8C7O1	[g]	0	2	2	2	heptane	-5.77	abs	1.9113	1.3878	0	0	28.28	0	0	0	96.461	62.796	57.007	81.107	0	0	0	0	0	0	0	0	18.429	8.595	0	4.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.686
993	0058hep	1-heptanol	H16C7O1	[g]	0	2	2	1	heptane	-5.6	abs	1.9113	1.3878	0	0	28.28	0	0	0	184.583	28.065	115.633	26.186	0	0	0	0	0	0	0	0	19.012	9.061	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231.66
994	0068ani	anisole	H8C7O1	[g]	0	2	3	0	heptane	-5.35	abs	1.9113	1.3878	0	0	28.28	0	0	0	95.456	68.582	64.505	79.037	0	0	0	0	0	0	0	0	12.457	0	0	3.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176.496
995	0074ben	benzaldehyde	H6C7O1	[g]	0	2	4	1	heptane	-5.5	abs	1.9113	1.3878	0	0	28.28	0	0	0	72.554	71.432	48.992	90.541	0	0	0	0	0	0	0	0	24.091	0	0	15.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.078
996	0075pro	acetone	H6C3O1	[g]	0	2	4	2	heptane	-2.61	abs	1.9113	1.3878	0	0	28.28	0	0	0	73.178	26.503	49.331	20.806	0	0	0	0	0	0	0	0	24.984	0	0	16.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.665
997	0076but	2-butanone	H8C4O1	[g]	0	2	4	2	heptane	-3.36	abs	1.9113	1.3878	0	0	28.28	0	0	0	96.603	29.05	65.096	24.549	0	0	0	0	0	0	0	0	22.451	0	0	14.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.104
998	0078pen	2-pentanone	H10C5O1	[g]	0	2	4	2	heptane	-4.07	abs	1.9113	1.3878	0	0	28.28	0	0	0	118.63	31.561	79.9	27.404	0	0	0	0	0	0	0	0	22.404	0	0	14.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.595
999	0080hex	2-hexanone	H12C6O1	[g]	0	2	4	2	heptane	-4.55	abs	1.9113	1.3878	0	0	28.28	0	0	0	140.285	34.231	94.453	30.67	0	0	0	0	0	0	0	0	22.418	0	0	14.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.934
1000	0081dim	"3,3-dimethylbutanone"	H12C6O1	[g]	0	2	4	2	heptane	-4.3	abs	1.9113	1.3878	0	0	28.28	0	0	0	128.508	32.389	86.601	22.495	0	0	0	0	0	0	0	0	21.996	0	0	14.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.894
1001	0082hep	2-heptanone	H14C7O1	[g]	0	2	4	2	heptane	-5.22	abs	1.9113	1.3878	0	0	28.28	0	0	0	162.007	36.9	109.054	33.96	0	0	0	0	0	0	0	0	22.416	0	0	14.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.323
1002	0084met	acetophenone	H8C8O1	[g]	0	2	4	2	heptane	-6.14	abs	1.9113	1.3878	0	0	28.28	0	0	0	92.659	73.893	62.626	95.692	0	0	0	0	0	0	0	0	22.358	0	0	14.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.909
1003	0087pro	propanoicacid	H6C3O2	[g]	0	2	5	0	heptane	-4.06	abs	1.9113	1.3878	0	0	28.28	0	0	0	74.142	20.699	41.287	15.316	0	0	0	0	0	0	0	0	40.789	9.179	0	20.114	7.933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.63
1004	0088but	butanoicacid	H8C4O2	[g]	0	2	5	0	heptane	-5.05	abs	1.9113	1.3878	0	0	28.28	0	0	0	96.172	23.176	56.103	18.152	0	0	0	0	0	0	0	0	40.743	9.17	0	20.084	7.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.091
1005	0089pen	pentanoicacid	H10C5O2	[g]	0	2	5	0	heptane	-5.23	abs	1.9113	1.3878	0	0	28.28	0	0	0	117.904	25.808	70.707	21.385	0	0	0	0	0	0	0	0	40.759	9.17	0	20.066	7.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.471
1006	0090hex	hexanoicacid	H12C6O2	[g]	0	2	5	0	heptane	-6.54	abs	1.9113	1.3878	0	0	28.28	0	0	0	139.578	28.494	85.277	24.684	0	0	0	0	0	0	0	0	40.756	9.169	0	20.059	7.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.827
1007	0093met	methylacetate	H6C3O2	[g]	0	2	6	0	heptane	-2.97	abs	1.9113	1.3878	0	0	28.28	0	0	0	73.933	27.914	49.895	10.989	0	0	0	0	0	0	0	0	34.918	0	0	18.545	7.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.765
1008	0094met	methylpropanoate	H8C4O2	[g]	0	2	6	0	heptane	-3.63	abs	1.9113	1.3878	0	0	28.28	0	0	0	97.741	30.312	65.908	14.853	0	0	0	0	0	0	0	0	32.44	0	0	16.99	7.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.493
1009	0095eth	ethylacetate	H8C4O2	[g]	0	2	6	0	heptane	-3.5	abs	1.9113	1.3878	0	0	28.28	0	0	0	98.436	31.008	66.383	19.33	0	0	0	0	0	0	0	0	33.161	0	0	17.991	7.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.605
1010	0097pro	propylacetate	H10C5O2	[g]	0	2	6	0	heptane	-4.09	abs	1.9113	1.3878	0	0	28.28	0	0	0	120.565	33.366	81.258	23.078	0	0	0	0	0	0	0	0	33.124	0	0	17.99	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.055
1011	0098met	methylpentanoate	H12C6O2	[g]	0	2	6	0	heptane	-4.92	abs	1.9113	1.3878	0	0	28.28	0	0	0	141.485	35.435	95.312	20.929	0	0	0	0	0	0	0	0	32.404	0	0	16.935	7.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.323
1012	0099but	butylacetate	H12C6O2	[g]	0	2	6	0	heptane	-4.83	abs	1.9113	1.3878	0	0	28.28	0	0	0	142.384	35.988	95.928	26.258	0	0	0	0	0	0	0	0	33.112	0	0	17.986	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.484
1013	0100met	methylhexanoate	H14C7O2	[g]	0	2	6	0	heptane	-5.63	abs	1.9113	1.3878	0	0	28.28	0	0	0	163.165	38.119	109.887	24.226	0	0	0	0	0	0	0	0	32.401	0	0	16.932	7.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233.686
1014	0101pen	pentylacetate	H14C7O2	[g]	0	2	6	0	heptane	-5.42	abs	1.9113	1.3878	0	0	28.28	0	0	0	164.048	38.675	110.491	29.56	0	0	0	0	0	0	0	0	33.112	0	0	17.988	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.834
1015	0103eth	ethylamine	H7C2N1	[g]	0	3	1	0	heptane	-2.09	abs	1.9113	1.3878	0	0	28.28	0	0	0	89.43	14.194	42.357	8.715	0	11.88	18.548	0	2.003	38.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.505
1016	0106pro	propylamine	H9C3N1	[g]	0	3	1	0	heptane	-3.03	abs	1.9113	1.3878	0	0	28.28	0	0	0	111.065	16.847	56.953	12.735	0	11.893	18.496	0	1.615	38.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.805
1017	0110but	butylamine	H11C4N1	[g]	0	3	1	0	heptane	-3.55	abs	1.9113	1.3878	0	0	28.28	0	0	0	132.847	19.503	71.584	15.978	0	11.893	18.504	0	1.624	38.554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.243
1018	0116pyr	pyridine	H5C5N1	[g]	0	3	3	1	heptane	-4.28	abs	1.9113	1.3878	0	0	28.28	0	0	0	64.653	57.425	43.744	60.8	0	14.301	0	0	11.58	47.197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.379
1019	0118ani	aniline	H7C6N1	[g]	0	3	2	0	heptane	-5.38	abs	1.9113	1.3878	0	0	28.28	0	0	0	88.183	59.941	42.242	80.39	0	10.955	18.043	0	2.956	13.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.079
1020	0126eth	acetonitrile	H3C2N1	[g]	0	3	4	0	heptane	-2.06	abs	1.9113	1.3878	0	0	28.28	0	0	0	38.186	30.572	25.764	19.707	0	27.654	0	0	10.972	5.967	0	17.676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.412
1021	0129ben	benzonitrile	H5C7N1	[g]	0	3	4	0	heptane	-5.33	abs	1.9113	1.3878	0	0	28.28	0	0	0	63.101	76.123	42.72	93.795	0	27.673	0	0	9.459	6.175	0	17.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.898
1022	0134nit	nitrobenzene	H5C6N1O2	[g]	0	4	2	0	heptane	-6.14	abs	1.9113	1.3878	0	0	28.28	0	0	0	59.174	59.766	40.072	80.285	0	4.186	0	0	2.693	5.029	0	0	48.728	0	0	0	0	29.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.855
1023	0157flu	fluorobenzene	H5C6F1	[g]	0	5	2	0	heptane	-4.13	abs	1.9113	1.3878	0	0	28.28	0	0	0	63.896	61.31	43.258	82.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.306	0	0	0	16.704	0	0	0	0	0	0	0	0	0	0	0	0	0	149.511
1024	0174chl	chlorobenzene	H5C6CL1	[g]	0	6	3	0	heptane	-5.15	abs	1.9113	1.3878	0	0	28.28	0	0	0	62.984	59.436	42.641	79.804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.791	0	0	0	24.67	0	0	0	0	0	0	0	0	0	0	0	0	161.211
1025	0175odi	"1,2-dichlorobenzene"	H4C6CL2	[g]	0	6	3	0	heptane	-6.01	abs	1.9113	1.3878	0	0	28.28	0	0	0	49.843	54.399	33.75	73.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.109	0	0	0	46.867	0	0	0	0	0	0	0	0	0	0	0	0	177.351
1026	0176pdi	"1,4-dichlorobenzene"	H4C6CL2	[g]	0	6	3	0	heptane	-5.81	abs	1.9113	1.3878	0	0	28.28	0	0	0	48.537	53.463	32.87	71.831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.616	0	0	0	49.467	0	0	0	0	0	0	0	0	0	0	0	0	179.616
1027	0186bro	bromobenzene	H5C6BR1	[g]	0	7	3	0	heptane	-5.72	abs	1.9113	1.3878	0	0	28.28	0	0	0	62.724	59.089	42.466	79.334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.564	0	0	0	29.108	0	0	0	0	0	0	0	0	0	0	0	166.377
1028	0187dib	p-dibromobenzene	H4C6BR2	[g]	0	7	3	0	heptane	-7.55	abs	1.9113	1.3878	0	0	28.28	0	0	0	48.027	52.77	32.526	70.886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.162	0	0	0	58.349	0	0	0	0	0	0	0	0	0	0	0	189.96
